date,age,height_cm,body_weight_kg,training_experience_months,sleep_hours,sleep_quality,stress_level,muscle_soreness,days_since_last_training_same_muscle,last_meal_calories,last_meal_carbs_g,last_meal_protein_g,last_meal_fat_g,minutes_since_last_meal,water_before_workout_ml,caffeine_mg,exercise,weight_lifted_kg,set_number,previous_session_reps,recent_average_reps,actual_reps,performance_class,readiness_score
2025-05-24,27,174.0,71.2,91,7.2,4,5,1,6,547,51.4,34.0,22.8,341,175,150,Bench Press,80.8,1,9,9.6,12,Above Normal,54.1
2025-05-25,45,174.5,76.5,57,8.4,4,1,3,4,539,69.6,22.8,18.8,62,1437,150,Bench Press,56.8,1,12,13.0,14,Normal,92.8
2025-05-26,34,181.4,80.2,84,6.9,3,4,3,1,538,56.1,31.8,20.7,258,1485,50,Lat Pulldown,53.5,5,10,6.5,7,Normal,45.3
2025-05-27,21,174.3,83.8,66,7.0,3,5,4,7,593,69.4,62.4,7.3,176,330,80,Bench Press,71.3,5,13,13.9,14,Normal,54.4
2025-05-28,21,164.7,74.1,47,8.9,3,4,4,1,959,95.9,33.4,49.1,110,1194,300,Squat,82.2,3,12,13.7,13,Normal,71.3
2025-05-29,25,173.7,74.3,72,8.8,4,1,1,7,741,98.7,66.7,8.8,160,935,150,Squat,87.3,4,14,16.1,17,Normal,98.5
2025-05-30,45,175.6,95.3,39,7.0,3,4,3,2,609,89.4,29.2,15.0,329,773,300,Bench Press,68.5,3,12,13.0,12,Normal,55.1
2025-05-31,22,176.0,92.9,115,6.5,2,4,4,4,887,89.9,57.4,33.1,335,1129,100,Squat,113.5,4,13,11.6,9,Below Normal,42.4
2025-06-01,43,176.5,82.7,87,8.6,5,4,5,3,698,102.7,10.6,27.2,137,906,250,Lat Pulldown,57.1,5,13,13.7,12,Below Normal,71.0
2025-06-02,36,184.4,100.1,89,7.9,2,3,2,5,1057,114.0,30.7,53.1,177,553,150,Bench Press,63.9,1,11,8.9,12,Above Normal,67.8
2025-06-03,43,165.2,70.6,87,7.3,4,3,1,3,729,89.2,27.0,29.4,196,887,300,Lat Pulldown,67.7,2,10,9.5,11,Normal,74.6
2025-06-04,41,176.6,98.7,54,6.6,3,4,1,3,433,56.9,58.1,5.0,270,290,80,Barbell Row,56.9,1,12,10.3,10,Normal,49.1
2025-06-05,27,186.6,83.6,115,7.4,3,3,2,4,729,72.9,37.8,31.8,183,456,100,Squat,106.4,4,13,13.9,12,Below Normal,58.4
2025-06-06,41,159.4,121.8,25,7.0,3,4,3,7,908,104.7,5.0,52.1,155,1463,0,Bench Press,56.5,5,7,8.4,6,Below Normal,66.1
2025-06-07,22,176.6,59.3,69,6.3,1,4,2,2,431,39.5,15.3,23.5,334,359,50,Overhead Press,43.7,4,8,8.1,6,Below Normal,42.6
2025-06-08,26,169.7,66.3,9,7.1,3,2,1,2,422,55.3,19.8,13.5,147,938,50,Bench Press,51.1,4,12,11.1,12,Normal,74.4
2025-06-09,23,171.7,81.9,36,7.3,3,4,2,1,760,86.3,49.0,24.3,110,516,50,Squat,84.6,3,12,12.3,11,Normal,68.6
2025-06-10,21,166.9,81.6,69,6.6,3,4,2,6,1002,143.5,47.1,26.6,131,751,80,Barbell Row,62.5,1,9,8.7,11,Above Normal,62.6
2025-06-11,20,173.5,103.3,59,8.0,3,3,3,5,534,55.9,30.5,20.9,133,446,250,Barbell Row,60.5,4,13,12.2,11,Normal,53.4
2025-06-12,23,191.6,66.6,113,8.4,2,4,1,5,681,98.9,26.8,19.8,209,896,100,Lat Pulldown,58.7,5,12,13.9,13,Normal,63.5
2025-06-13,21,163.6,88.7,74,8.1,2,1,4,1,807,77.7,45.7,34.8,245,881,250,Squat,110.5,5,13,13.5,14,Normal,65.0
2025-06-14,28,164.5,92.3,50,6.7,4,2,3,6,814,102.1,18.1,37.0,65,965,250,Lat Pulldown,42.6,2,11,11.4,13,Above Normal,74.6
2025-06-15,19,163.3,85.9,52,7.8,3,4,2,6,373,39.8,41.9,5.1,322,531,300,Lat Pulldown,52.3,2,10,10.3,8,Below Normal,49.0
2025-06-16,19,190.5,62.5,74,7.1,4,5,5,7,586,57.9,40.6,21.3,106,910,150,Deadlift,93.1,4,15,14.8,12,Below Normal,50.7
2025-06-17,45,170.8,95.7,95,5.6,2,4,4,7,1095,102.2,30.9,62.5,59,1121,250,Overhead Press,43.3,1,10,10.5,10,Normal,40.6
2025-06-18,20,174.8,93.2,34,7.7,3,4,1,2,1006,129.2,41.0,36.1,247,1108,100,Bench Press,51.0,1,10,12.9,14,Normal,75.4
2025-06-19,20,171.4,84.4,71,7.2,4,2,1,5,907,92.6,36.5,43.4,91,895,200,Squat,91.1,5,15,15.4,17,Above Normal,77.6
2025-06-20,18,166.5,78.9,69,9.9,4,4,1,3,270,33.3,42.5,5.0,275,519,250,Deadlift,113.1,5,11,12.6,12,Normal,73.0
2025-06-21,21,172.9,79.2,2,8.6,5,2,3,5,605,90.0,15.0,20.6,343,845,50,Bench Press,40.8,3,9,8.0,11,Above Normal,77.6
2025-06-22,32,197.1,74.9,110,7.8,3,1,2,3,293,31.4,44.2,5.0,256,852,0,Bench Press,75.0,3,9,7.4,7,Normal,59.3
2025-06-23,41,187.5,85.0,69,7.3,4,2,2,5,506,45.4,50.4,13.6,285,1432,50,Lat Pulldown,63.4,3,6,9.8,8,Below Normal,63.4
2025-06-24,38,167.3,76.4,30,7.2,3,4,3,7,986,95.1,39.8,49.6,188,628,200,Barbell Row,41.7,1,11,12.3,12,Normal,50.4
2025-06-25,34,180.8,64.1,77,5.9,3,5,3,5,580,55.1,44.0,20.4,138,551,100,Overhead Press,36.6,2,12,11.6,10,Below Normal,46.6
2025-06-26,20,167.5,61.3,82,5.1,3,3,1,7,393,45.8,33.4,8.5,229,1150,80,Lat Pulldown,63.2,2,14,16.0,17,Normal,56.4
2025-06-27,39,159.0,65.5,110,6.0,2,5,1,7,863,115.7,48.4,23.0,141,990,250,Barbell Row,70.1,5,13,11.6,7,Below Normal,59.8
2025-06-28,19,184.2,79.1,5,6.9,4,4,4,1,895,94.9,36.0,41.3,318,698,0,Bench Press,47.7,3,11,9.7,8,Below Normal,44.4
2025-06-29,35,185.4,75.6,50,4.7,1,3,5,7,807,78.0,17.8,47.1,180,100,50,Deadlift,112.2,4,7,7.7,6,Below Normal,26.0
2025-06-30,29,184.4,79.0,22,6.4,3,5,5,6,938,119.6,47.3,30.0,190,1087,100,Deadlift,78.8,1,12,13.5,12,Normal,42.3
2025-07-01,42,170.8,83.0,69,6.7,3,3,5,3,847,90.1,10.5,49.4,249,1132,300,Bench Press,60.2,5,7,10.5,9,Normal,51.2
2025-07-02,26,173.5,67.2,61,6.8,2,3,3,5,790,97.5,39.2,27.0,84,1403,200,Lat Pulldown,48.4,5,8,6.7,8,Normal,53.0
2025-07-03,35,181.7,96.5,57,6.3,3,4,5,5,1006,146.7,29.2,33.6,211,804,200,Deadlift,98.8,3,14,10.6,10,Normal,45.7
2025-07-04,30,178.5,72.3,118,6.6,3,4,5,6,525,55.5,28.3,21.1,277,821,200,Deadlift,152.2,2,11,8.0,9,Normal,37.3
2025-07-05,32,171.5,69.9,64,8.9,3,3,5,6,638,76.3,37.6,20.3,284,391,80,Bench Press,50.0,5,9,9.4,11,Above Normal,53.4
2025-07-06,44,160.4,82.8,50,7.7,4,3,1,1,729,100.5,24.4,25.5,96,744,100,Bench Press,50.6,5,9,10.5,11,Normal,89.2
2025-07-07,37,176.0,50.3,9,6.4,3,5,1,1,819,107.1,42.7,24.4,38,102,300,Barbell Row,37.0,3,9,8.2,7,Normal,43.2
2025-07-08,29,184.7,64.9,35,6.9,3,1,3,2,655,88.1,35.9,17.7,86,801,200,Bench Press,64.2,2,9,9.3,11,Above Normal,77.6
2025-07-09,30,164.2,89.7,108,7.0,3,1,3,4,625,84.9,25.7,20.3,299,1090,150,Squat,95.9,4,9,8.6,9,Normal,60.7
2025-07-10,37,180.7,51.7,55,6.2,3,3,5,6,390,47.3,55.1,5.0,110,1201,0,Squat,80.3,2,9,8.7,8,Normal,48.6
2025-07-11,27,178.0,91.6,110,6.2,2,1,2,5,793,96.0,38.1,28.5,39,1028,200,Deadlift,102.7,4,8,8.0,7,Normal,63.1
2025-07-12,22,181.8,97.2,64,8.1,4,2,5,1,355,47.0,44.5,5.0,223,1228,80,Overhead Press,37.4,5,11,9.3,11,Above Normal,59.6
2025-07-13,31,182.8,70.8,66,6.5,2,3,5,6,654,85.7,56.2,9.6,320,1032,100,Deadlift,118.4,3,10,8.3,7,Normal,37.0
2025-07-14,19,168.7,80.1,52,5.8,5,3,5,4,598,77.4,56.0,7.2,96,1192,200,Bench Press,61.4,1,11,12.0,14,Above Normal,61.6
2025-07-15,22,160.4,91.7,67,7.0,2,2,1,3,910,101.4,43.7,36.6,34,712,100,Squat,87.0,3,10,11.0,11,Normal,74.5
2025-07-16,29,170.2,69.5,9,7.1,3,2,2,6,655,91.2,30.5,18.7,67,943,150,Lat Pulldown,32.9,5,10,13.5,14,Normal,71.7
2025-07-17,40,183.0,88.1,7,4.8,1,4,2,3,254,26.0,13.6,10.6,63,995,0,Overhead Press,28.0,2,15,15.2,13,Below Normal,42.1
2025-07-18,39,170.1,66.6,58,7.0,5,5,4,5,680,66.1,38.1,29.2,89,902,50,Overhead Press,38.3,5,11,12.2,10,Below Normal,63.8
2025-07-19,25,168.8,69.3,72,8.0,2,4,4,2,433,47.2,51.4,5.0,81,900,150,Overhead Press,35.2,2,12,11.6,12,Normal,53.4
2025-07-20,29,158.6,64.8,67,7.5,4,3,3,3,573,59.2,40.3,19.4,237,1195,300,Lat Pulldown,58.1,4,12,12.4,11,Normal,67.2
2025-07-21,22,190.8,80.8,52,9.5,4,1,1,4,502,64.7,5.0,24.8,96,434,250,Bench Press,65.9,4,11,11.7,13,Normal,92.1
2025-07-22,39,182.4,92.2,36,8.4,4,2,3,5,391,39.9,48.1,5.0,206,543,100,Squat,71.6,1,12,10.6,14,Above Normal,64.2
2025-07-23,24,181.9,73.4,86,8.6,5,3,4,7,1054,135.5,49.0,35.1,157,826,300,Overhead Press,46.0,1,11,10.4,10,Normal,72.3
2025-07-24,40,183.7,58.2,73,10.0,5,2,3,3,465,55.6,30.5,13.4,243,1004,80,Squat,89.2,5,8,7.9,8,Normal,83.3
2025-07-25,41,180.2,60.8,6,7.8,3,4,2,7,681,66.1,49.8,24.2,243,820,300,Lat Pulldown,45.4,4,15,12.6,14,Normal,56.7
2025-07-26,37,172.8,81.5,55,7.2,3,2,3,6,954,98.9,44.4,42.3,222,379,100,Deadlift,127.2,4,12,10.4,10,Normal,61.2
2025-07-27,27,173.5,101.8,86,8.1,2,5,4,3,560,67.3,24.7,21.3,324,1253,0,Lat Pulldown,50.6,2,14,14.1,12,Below Normal,39.9
2025-07-28,44,171.2,81.5,95,6.4,3,2,3,1,1047,139.6,54.1,30.2,86,864,0,Barbell Row,71.8,1,12,12.8,13,Normal,64.2
2025-07-29,37,198.7,70.6,35,7.1,2,3,5,2,594,66.8,16.0,29.2,198,707,300,Deadlift,107.6,2,10,8.9,7,Below Normal,39.4
2025-07-30,36,180.0,86.7,111,6.3,3,4,2,5,1055,107.7,34.1,54.2,154,1330,200,Barbell Row,61.6,3,14,13.6,14,Normal,74.5
2025-07-31,41,170.8,72.6,79,7.4,2,2,4,6,634,67.2,32.6,26.1,201,710,50,Overhead Press,38.3,4,2,4.1,2,Below Normal,53.8
2025-08-01,42,179.2,70.7,53,6.3,3,4,5,5,262,24.5,22.6,8.2,67,326,300,Barbell Row,51.4,2,17,15.3,14,Normal,44.0
2025-08-02,20,165.9,62.6,76,6.2,1,3,2,6,988,88.0,39.6,53.1,128,1479,0,Squat,90.0,2,9,7.2,8,Normal,61.1
2025-08-03,42,188.5,95.7,105,7.5,3,4,2,1,985,146.1,54.7,20.2,340,636,80,Deadlift,119.8,2,14,11.7,15,Above Normal,64.5
2025-08-04,39,169.1,45.0,28,6.8,2,3,1,4,1068,99.9,53.7,50.4,293,1353,200,Overhead Press,31.9,5,14,11.6,12,Normal,68.7
2025-08-05,23,179.5,87.2,19,4.9,1,5,2,7,355,33.8,45.9,5.0,165,824,0,Bench Press,55.7,4,16,13.3,14,Normal,44.0
2025-08-06,26,184.6,69.5,53,5.4,3,4,1,3,968,137.4,9.6,42.2,57,439,300,Deadlift,78.2,5,12,9.7,11,Normal,57.6
2025-08-07,39,178.5,70.3,11,5.7,3,1,4,7,540,69.6,15.0,22.4,241,627,200,Barbell Row,39.5,1,6,5.1,4,Normal,44.1
2025-08-08,24,175.9,99.7,101,6.0,3,3,1,1,966,110.9,37.5,41.4,122,1375,300,Overhead Press,48.4,3,9,9.7,10,Normal,76.2
2025-08-09,30,175.1,66.0,117,7.5,4,5,4,7,1069,136.9,34.5,42.6,132,1423,250,Bench Press,82.3,3,7,10.0,9,Normal,66.8
2025-08-10,37,174.5,66.5,73,7.2,2,2,3,6,419,61.1,27.5,7.2,53,293,250,Squat,78.9,3,5,5.4,3,Below Normal,49.1
2025-08-11,36,169.8,74.2,118,8.2,5,3,5,5,565,52.9,63.6,11.0,118,1482,50,Bench Press,82.7,2,11,10.6,11,Normal,60.5
2025-08-12,43,171.0,81.8,9,7.8,2,4,2,5,478,49.1,36.6,15.0,93,1295,50,Bench Press,55.6,1,8,7.8,7,Normal,58.4
2025-08-13,21,188.3,69.8,76,8.2,4,2,2,7,509,71.9,43.1,5.4,31,1007,50,Barbell Row,60.6,1,9,12.1,13,Normal,74.2
2025-08-14,26,174.0,54.0,54,7.7,3,3,2,3,757,103.2,49.8,16.1,220,356,50,Deadlift,89.4,4,9,9.9,7,Below Normal,54.3
2025-08-15,45,167.9,63.9,34,7.2,2,3,3,2,601,89.9,35.8,10.9,350,921,200,Squat,83.7,3,16,15.4,15,Normal,53.0
2025-08-16,33,170.4,93.9,38,8.2,4,1,2,7,808,86.6,73.9,18.4,62,696,0,Overhead Press,41.4,1,8,9.9,10,Normal,87.7
2025-08-17,24,184.9,77.0,66,8.0,4,1,1,1,823,120.6,20.9,28.6,37,274,100,Bench Press,56.6,2,12,11.6,14,Above Normal,77.9
2025-08-18,26,181.1,82.3,77,7.4,4,3,5,5,422,46.0,25.9,14.9,54,1478,150,Squat,92.3,5,11,10.0,8,Below Normal,52.3
2025-08-19,27,180.0,72.3,20,8.4,4,1,4,2,287,37.9,20.9,5.8,206,945,150,Lat Pulldown,48.7,3,8,6.4,6,Normal,62.3
2025-08-20,33,172.7,66.8,74,4.4,2,5,1,7,885,126.3,58.4,16.2,301,235,100,Overhead Press,40.9,5,13,10.0,10,Normal,40.4
2025-08-21,25,180.2,99.5,112,6.7,3,3,4,7,404,39.7,47.0,6.4,125,578,50,Barbell Row,55.3,1,12,12.4,12,Normal,55.1
2025-08-22,35,169.2,73.4,2,6.7,3,4,2,4,420,42.1,26.8,16.0,60,1276,0,Overhead Press,29.8,1,12,12.0,12,Normal,53.9
2025-08-23,30,172.7,69.8,106,8.3,4,2,1,4,761,94.2,22.0,32.9,52,719,300,Deadlift,110.8,3,10,9.8,10,Normal,73.8
2025-08-24,35,183.7,91.3,73,8.7,4,2,3,4,473,66.3,55.8,5.0,227,793,100,Lat Pulldown,46.8,4,8,6.9,7,Normal,64.6
2025-08-25,22,182.9,65.9,42,5.4,3,3,4,3,411,38.0,40.4,10.8,141,299,150,Barbell Row,41.6,5,13,12.1,12,Normal,45.7
2025-08-26,35,166.2,67.7,89,8.6,2,4,1,7,511,71.9,56.2,5.0,140,255,150,Lat Pulldown,67.3,3,14,11.5,13,Normal,69.4
2025-08-27,43,167.3,76.1,75,5.7,2,2,2,3,694,75.6,34.1,28.4,101,1470,80,Barbell Row,54.7,2,9,12.6,11,Below Normal,65.6
2025-08-28,21,176.0,76.0,93,5.7,1,2,5,7,969,109.4,42.7,40.1,325,1434,200,Lat Pulldown,62.2,3,10,9.8,10,Normal,40.0
2025-08-29,27,190.5,79.6,10,6.7,3,1,2,5,1091,118.6,39.5,51.0,147,233,100,Barbell Row,47.6,2,7,6.3,6,Normal,75.3
2025-08-30,37,157.8,105.3,8,6.6,4,3,1,7,873,126.1,25.6,29.6,261,869,100,Bench Press,48.6,1,11,11.8,12,Normal,73.9
2025-08-31,35,177.5,80.7,78,5.3,2,4,3,5,1014,97.0,32.8,55.0,273,1054,250,Lat Pulldown,58.4,1,7,10.5,9,Normal,40.6
2025-09-01,36,162.6,45.0,37,7.7,3,3,4,6,701,86.5,17.2,31.8,40,1333,80,Deadlift,98.3,4,14,14.0,14,Normal,54.5
2025-09-02,33,169.3,80.6,29,7.7,4,2,5,4,597,57.8,42.4,21.8,104,884,200,Overhead Press,33.4,4,10,10.6,8,Below Normal,64.9
2025-09-03,37,171.7,76.5,51,8.2,2,2,4,4,947,137.8,46.4,23.4,325,1317,200,Overhead Press,33.2,1,13,10.4,13,Above Normal,63.1
2025-09-04,35,171.2,76.6,88,6.5,2,2,1,2,507,69.6,49.9,5.0,321,269,0,Barbell Row,57.5,3,12,11.5,11,Normal,64.3
2025-09-05,20,170.2,79.4,22,7.0,3,2,5,2,941,96.1,45.0,41.8,161,120,200,Barbell Row,46.9,5,8,9.0,6,Below Normal,51.3
2025-09-06,39,175.1,75.6,117,7.0,1,2,4,1,1099,116.6,33.1,55.6,73,751,250,Squat,105.3,5,6,8.9,8,Normal,59.7
2025-09-07,30,170.2,75.3,51,8.9,3,5,4,3,581,64.7,58.3,9.9,121,471,80,Lat Pulldown,52.8,3,11,10.3,9,Normal,58.9
2025-09-08,19,161.8,84.6,19,3.9,2,2,5,7,789,89.0,48.4,26.6,343,1157,300,Lat Pulldown,48.5,1,9,8.2,10,Above Normal,37.9
2025-09-09,29,182.0,68.4,9,5.9,3,2,4,7,915,126.8,55.8,20.5,249,572,0,Squat,69.1,4,10,9.9,8,Below Normal,43.7
2025-09-10,30,181.8,62.7,103,7.0,3,4,2,5,916,112.5,56.8,26.5,45,670,50,Bench Press,66.3,3,16,15.3,16,Normal,64.8
2025-09-11,20,182.6,118.3,14,5.8,3,5,3,3,425,48.6,33.1,10.9,264,849,300,Bench Press,36.4,5,13,13.1,12,Normal,35.8
2025-09-12,45,161.1,66.0,51,6.7,3,3,3,4,1069,141.6,40.8,37.7,70,1446,250,Lat Pulldown,45.6,3,13,11.3,13,Above Normal,83.0
2025-09-13,24,177.7,77.4,81,6.9,3,4,3,6,678,78.7,46.6,19.6,123,200,250,Deadlift,95.7,4,16,14.4,15,Normal,55.9
2025-09-14,27,181.1,55.1,62,6.3,2,1,4,1,285,27.2,17.8,11.7,184,874,150,Barbell Row,52.5,3,6,8.4,4,Below Normal,41.4
2025-09-15,30,165.7,77.6,32,7.1,3,3,4,7,350,33.0,18.1,16.2,139,644,50,Deadlift,94.3,3,15,16.7,15,Below Normal,53.7
2025-09-16,41,175.1,62.9,13,7.7,3,1,1,7,869,93.7,15.5,48.0,258,150,100,Barbell Row,45.7,2,12,9.3,12,Above Normal,78.5
2025-09-17,38,174.0,69.8,86,6.7,4,1,3,7,613,76.7,33.4,19.2,73,1241,150,Deadlift,142.4,3,17,15.5,18,Above Normal,78.3
2025-09-18,39,191.6,90.6,59,6.5,4,3,1,1,341,32.7,30.0,10.0,319,1380,0,Lat Pulldown,55.0,2,14,15.5,16,Normal,62.9
2025-09-19,24,192.3,82.6,6,6.8,4,2,3,7,692,84.3,13.5,33.4,222,342,150,Bench Press,57.9,3,4,6.1,6,Normal,62.0
2025-09-20,41,160.0,84.0,22,7.0,3,1,3,5,760,79.3,37.2,32.7,124,1164,0,Overhead Press,34.4,5,14,14.2,15,Normal,70.9
2025-09-21,41,197.4,51.2,68,5.1,1,1,2,4,318,41.6,33.6,5.0,346,1082,50,Lat Pulldown,61.1,2,8,9.8,9,Normal,49.7
2025-09-22,30,166.8,101.7,21,7.5,4,4,5,2,547,48.8,52.7,15.7,183,1088,50,Barbell Row,45.2,3,9,9.1,5,Below Normal,43.7
2025-09-23,33,183.8,59.3,47,6.5,3,3,2,4,643,75.1,65.2,9.1,162,744,50,Lat Pulldown,42.9,5,12,11.8,13,Normal,74.8
2025-09-24,19,183.7,97.4,15,8.4,4,2,1,3,914,83.0,41.8,46.1,27,548,0,Bench Press,46.9,1,8,8.0,8,Normal,69.3
2025-09-25,39,166.0,90.3,96,7.7,3,5,2,7,804,87.0,24.6,39.7,359,199,300,Squat,98.9,2,13,11.8,12,Normal,48.6
2025-09-26,44,179.4,84.1,76,8.3,4,2,4,3,324,28.7,44.7,5.0,308,148,250,Bench Press,61.1,3,11,8.1,9,Normal,56.8
2025-09-27,31,174.0,64.0,95,5.9,2,5,1,2,772,90.2,35.1,30.1,80,348,150,Bench Press,62.7,3,10,10.9,10,Normal,53.4
2025-09-28,33,180.0,78.1,7,6.6,3,2,3,7,1018,137.9,31.4,37.9,343,839,80,Overhead Press,30.6,2,12,13.8,12,Below Normal,56.1
2025-09-29,31,177.1,69.4,46,5.6,3,1,3,2,296,27.8,22.1,10.7,291,297,50,Lat Pulldown,43.1,4,12,11.5,8,Below Normal,42.3
2025-09-30,20,185.8,76.4,33,6.2,4,1,5,7,1089,145.3,28.0,44.0,163,1061,300,Lat Pulldown,37.6,3,12,9.6,9,Normal,69.2
2025-10-01,35,175.7,72.5,75,8.4,4,2,1,7,331,41.0,32.3,5.0,336,968,250,Barbell Row,52.6,2,11,11.9,14,Above Normal,75.2
2025-10-02,38,173.5,47.5,99,8.6,3,1,1,3,779,92.7,47.1,24.4,210,582,250,Lat Pulldown,59.5,3,8,7.0,6,Normal,70.2
2025-10-03,43,184.9,91.7,28,5.7,3,1,3,5,549,68.6,42.7,11.5,254,222,100,Lat Pulldown,39.6,5,7,8.4,5,Below Normal,52.4
2025-10-04,44,180.2,74.9,93,6.5,4,2,1,6,871,94.5,62.4,27.0,82,824,0,Bench Press,68.8,5,9,9.4,9,Normal,74.3
2025-10-05,31,181.6,69.2,70,6.9,2,5,4,4,967,127.5,45.1,30.7,57,1253,200,Squat,95.7,2,11,12.5,10,Below Normal,48.3
2025-10-06,44,169.0,68.2,99,7.6,3,2,2,5,974,132.7,41.4,30.8,199,651,100,Overhead Press,47.6,1,12,11.5,12,Normal,69.5
2025-10-07,32,165.6,81.0,10,5.1,3,2,3,1,990,134.8,30.4,36.6,131,1230,80,Barbell Row,41.0,1,12,11.8,13,Normal,65.3
2025-10-08,35,169.9,63.5,119,5.2,3,5,1,4,944,98.5,19.4,52.5,354,500,80,Bench Press,65.6,3,11,10.4,10,Normal,47.5
2025-10-09,34,169.4,45.0,53,7.5,5,2,4,4,513,65.9,26.5,15.9,49,212,0,Deadlift,94.3,4,11,8.5,7,Below Normal,49.4
2025-10-10,45,182.1,81.7,34,4.9,1,5,3,4,645,62.4,24.5,33.0,280,1010,250,Overhead Press,36.3,1,14,14.2,13,Normal,25.7
2025-10-11,38,183.8,83.3,22,6.5,2,4,1,7,861,102.0,5.0,48.1,225,1344,50,Bench Press,56.9,3,6,8.8,8,Normal,58.7
2025-10-12,21,173.6,73.2,119,7.2,4,5,2,6,393,34.5,19.9,19.5,319,1337,250,Deadlift,137.1,2,11,11.5,9,Below Normal,51.2
2025-10-13,20,187.9,59.9,107,7.5,2,3,1,5,741,73.8,59.0,23.3,360,1443,300,Barbell Row,78.7,5,11,10.2,10,Normal,67.2
2025-10-14,29,187.3,77.2,16,6.8,3,3,1,3,701,89.0,40.5,20.3,316,250,0,Overhead Press,37.0,4,12,11.9,10,Below Normal,55.4
2025-10-15,32,177.2,55.5,54,6.6,3,2,4,3,1086,154.4,29.4,39.0,147,160,150,Squat,78.4,3,9,9.0,8,Normal,52.4
2025-10-16,36,167.6,61.6,89,7.9,4,3,3,1,292,26.4,41.0,5.0,257,897,0,Barbell Row,75.7,3,15,13.1,14,Normal,54.9
2025-10-17,31,189.2,65.5,71,7.3,4,4,5,4,330,40.4,5.7,16.2,75,1431,250,Squat,86.8,1,14,13.9,14,Normal,56.4
2025-10-18,32,174.5,87.8,23,6.3,3,5,2,2,275,35.0,39.2,5.0,185,1498,150,Barbell Row,53.6,3,13,13.0,13,Normal,46.2
2025-10-19,43,176.1,70.9,44,7.0,3,1,4,7,716,104.4,54.2,9.1,111,491,0,Squat,86.3,2,10,10.9,12,Normal,65.6
2025-10-20,27,171.9,69.7,45,7.4,4,1,4,6,718,92.2,33.2,24.0,105,625,250,Overhead Press,27.1,1,7,9.4,11,Above Normal,75.8
2025-10-21,31,167.0,103.4,35,8.9,5,1,4,7,754,70.8,8.4,48.6,214,1031,250,Deadlift,82.3,2,18,17.6,20,Above Normal,89.7
2025-10-22,33,161.8,80.9,116,7.9,4,4,5,7,456,44.1,28.8,18.3,63,1379,300,Squat,90.9,4,8,8.0,9,Normal,61.9
2025-10-23,31,180.7,80.7,25,8.3,4,1,4,3,511,65.0,54.2,5.0,214,344,100,Barbell Row,37.9,3,11,12.7,12,Normal,55.2
2025-10-24,45,167.9,70.8,85,6.3,2,5,4,3,604,61.0,38.9,22.7,156,1466,300,Bench Press,75.8,5,11,11.3,7,Below Normal,40.8
2025-10-25,44,202.5,67.7,110,6.4,2,2,4,5,289,42.1,13.7,7.3,98,1245,200,Bench Press,94.0,2,10,10.3,9,Normal,55.2
2025-10-26,32,165.2,45.4,96,6.7,3,2,3,4,890,129.1,70.5,10.2,211,195,150,Squat,95.9,4,10,11.0,10,Normal,59.1
2025-10-27,30,163.7,89.6,96,6.8,2,5,4,2,294,43.2,16.2,6.3,275,1279,80,Lat Pulldown,66.7,3,8,9.2,7,Below Normal,32.9
2025-10-28,34,179.6,82.3,20,5.9,2,4,5,5,817,86.4,31.4,38.4,228,998,80,Lat Pulldown,50.8,5,12,11.6,9,Below Normal,32.0
2025-10-29,23,188.8,73.5,16,8.4,5,3,4,4,636,84.1,19.4,24.7,50,1470,150,Barbell Row,47.1,5,11,11.3,9,Below Normal,62.8
2025-10-30,29,175.6,74.1,94,8.0,4,5,4,7,1099,141.7,19.5,50.5,211,393,200,Squat,98.0,4,16,17.2,18,Normal,48.9
2025-10-31,24,180.2,86.3,90,6.7,3,4,1,2,839,75.3,28.2,47.2,232,1490,0,Deadlift,114.8,3,12,13.2,12,Normal,57.0
2025-11-01,22,158.4,54.2,90,7.7,2,4,3,4,654,68.1,44.5,22.6,253,166,100,Bench Press,74.4,3,12,11.8,11,Normal,42.3
2025-11-02,20,168.9,67.7,51,7.2,4,2,1,4,845,84.9,54.4,32.0,165,206,0,Overhead Press,40.3,4,13,11.9,11,Normal,69.2
2025-11-03,34,165.3,60.1,63,7.8,3,5,1,7,349,38.6,29.2,8.6,52,727,100,Barbell Row,61.0,5,15,15.1,13,Below Normal,62.4
2025-11-04,18,157.9,100.8,2,5.5,1,4,2,5,404,59.4,19.8,9.7,63,1021,250,Lat Pulldown,41.0,2,8,8.1,8,Normal,53.0
2025-11-05,36,176.1,88.3,35,6.8,3,5,3,1,674,94.6,42.2,14.1,133,333,200,Overhead Press,33.6,5,11,10.0,8,Below Normal,45.0
2025-11-06,30,154.8,45.2,64,6.9,4,5,3,3,980,103.7,42.6,43.9,236,482,0,Deadlift,86.0,5,8,5.7,4,Below Normal,47.1
2025-11-07,28,163.1,54.8,16,7.7,1,3,5,7,947,114.2,38.6,37.3,272,646,200,Barbell Row,51.0,1,13,11.9,13,Normal,34.7
2025-11-08,39,170.2,74.1,16,6.3,2,2,4,2,570,56.7,39.1,20.8,249,275,0,Deadlift,71.3,2,13,12.6,12,Normal,43.7
2025-11-09,33,167.5,69.4,6,4.3,2,5,3,3,491,51.5,33.3,16.9,126,346,0,Bench Press,50.6,2,9,8.0,7,Normal,37.3
2025-11-10,38,178.6,57.5,26,5.8,3,5,2,2,1070,98.0,36.5,59.1,170,308,300,Squat,79.3,3,14,14.1,14,Normal,49.0
